time_yr,relHum,pco2_mol,co2_ppm,Ca,temp_C,Tv
15799.5,0.030455,6.68E+17,3.78E-03,3776.88,30.357877,303.507877
15999.5,0.030414,6.64E+17,3.75E-03,3752.18,30.331688,303.481688
16199.5,0.030359,6.60E+17,3.73E-03,3728.54,30.293553,303.443553
16399.5,0.03031,6.55E+17,3.70E-03,3704.93,30.259625,303.409625
16599.5,0.030261,6.51E+17,3.68E-03,3681.65,30.226111,303.376111
16799.5,0.030214,6.47E+17,3.66E-03,3658.77,30.192903,303.342903
16999.5,0.030167,6.43E+17,3.64E-03,3636.34,30.160184,303.310184
17199.5,0.03012,6.39E+17,3.61E-03,3614.32,30.127902,303.277902
17399.5,0.030075,6.36E+17,3.59E-03,3592.71,30.096074,303.246074
17599.5,0.03003,6.32E+17,3.57E-03,3571.51,30.064706,303.214706
17799.5,0.029985,6.28E+17,3.55E-03,3550.71,30.033757,303.183757
17999.5,0.029942,6.25E+17,3.53E-03,3530.30,30.003255,303.153255
18199.5,0.029899,6.21E+17,3.51E-03,3510.30,29.973268,303.123268
18399.5,0.029857,6.18E+17,3.49E-03,3490.69,29.943619,303.093619
18599.5,0.029815,6.14E+17,3.47E-03,3471.43,29.914364,303.064364
18799.5,0.029774,6.11E+17,3.45E-03,3452.52,29.885545,303.035545
18999.5,0.029734,6.08E+17,3.43E-03,3433.98,29.857149,303.007149
19199.5,0.029695,6.04E+17,3.42E-03,3415.81,29.829176,302.979176
19399.5,0.029656,6.01E+17,3.40E-03,3397.98,29.801605,302.951605
19599.5,0.029617,5.98E+17,3.38E-03,3380.52,29.774475,302.924475
19799.5,0.02958,5.95E+17,3.36E-03,3363.40,29.747756,302.897756
19999.5,0.029543,5.92E+17,3.35E-03,3346.62,29.721454,302.871454
20499.5,0.029453,5.85E+17,3.31E-03,3306.11,29.65744,302.80744
20999.5,0.029366,5.78E+17,3.27E-03,3267.55,29.595854,302.745854
21499.5,0.029283,5.72E+17,3.23E-03,3230.78,29.536696,302.686696
21999.5,0.029204,5.65E+17,3.20E-03,3195.75,29.479525,302.629525
22499.5,0.029128,5.59E+17,3.16E-03,3162.44,29.424681,302.574681
22999.5,0.029054,5.54E+17,3.13E-03,3130.75,29.372029,302.522029
23499.5,0.028984,5.49E+17,3.10E-03,3100.55,29.321411,302.471411
23999.5,0.028917,5.43E+17,3.07E-03,3071.79,29.27279,302.42279
24499.5,0.028853,5.39E+17,3.04E-03,3044.39,29.226072,302.376072
24999.5,0.028791,5.34E+17,3.02E-03,3018.21,29.18112,302.33112
25499.5,0.028732,5.30E+17,2.99E-03,2993.23,29.137915,302.287915
25999.5,0.028675,5.25E+17,2.97E-03,2969.34,29.096317,302.246317
26499.5,0.02862,5.21E+17,2.95E-03,2946.50,29.056244,302.206244
26999.5,0.028567,5.17E+17,2.92E-03,2924.54,29.017515,302.167515
27499.5,0.028516,5.14E+17,2.90E-03,2903.48,28.980116,302.130116
27999.5,0.028467,5.10E+17,2.88E-03,2883.33,28.944107,302.094107
28499.5,0.02842,5.07E+17,2.86E-03,2864.01,28.909373,302.059373
28999.5,0.028375,5.03E+17,2.85E-03,2845.45,28.875825,302.025825
29499.5,0.028331,5.00E+17,2.83E-03,2827.60,28.843395,301.993395
29999.5,0.028288,4.97E+17,2.81E-03,2810.46,28.812063,301.962063
30499.5,0.028248,4.94E+17,2.79E-03,2793.97,28.781767,301.931767
30999.5,0.028208,4.92E+17,2.78E-03,2778.11,28.752489,301.902489
31499.5,0.02817,4.89E+17,2.76E-03,2762.82,28.724147,301.874147
31999.5,0.028133,4.86E+17,2.75E-03,2748.10,28.696711,301.846711
32499.5,0.028097,4.84E+17,2.73E-03,2733.90,28.670139,301.820139
32999.5,0.028063,4.81E+17,2.72E-03,2720.17,28.644335,301.794335
33499.5,0.028029,4.79E+17,2.71E-03,2706.91,28.619322,301.769322
33999.5,0.027997,4.77E+17,2.69E-03,2694.06,28.594985,301.744985
34499.5,0.027965,4.74E+17,2.68E-03,2681.62,28.571312,301.721312
34999.5,0.027934,4.72E+17,2.67E-03,2669.58,28.548336,301.698336
35499.5,0.027905,4.70E+17,2.66E-03,2657.91,28.525983,301.675983
35999.5,0.027875,4.68E+17,2.65E-03,2646.58,28.504221,301.654221
36499.5,0.027847,4.66E+17,2.64E-03,2635.58,28.482998,301.632998
36999.5,0.02782,4.64E+17,2.62E-03,2624.87,28.462286,301.612286
37499.5,0.027793,4.63E+17,2.61E-03,2614.44,28.442046,301.592046
37999.5,0.027767,4.61E+17,2.60E-03,2604.28,28.422263,301.572263
38499.5,0.027741,4.59E+17,2.59E-03,2594.37,28.402912,301.552912
38999.5,0.027716,4.57E+17,2.58E-03,2584.70,28.383968,301.533968
39499.5,0.027691,4.56E+17,2.58E-03,2575.26,28.365425,301.515425
39999.5,0.027667,4.54E+17,2.57E-03,2566.04,28.347242,301.497242
40499.5,0.027644,4.52E+17,2.56E-03,2557.01,28.329416,301.479416
40999.5,0.02762,4.51E+17,2.55E-03,2548.18,28.311918,301.461918
41499.5,0.027598,4.49E+17,2.54E-03,2539.53,28.294735,301.444735
41999.5,0.027575,4.48E+17,2.53E-03,2531.06,28.277851,301.427851
42499.5,0.027554,4.46E+17,2.52E-03,2522.75,28.261254,301.411254
42999.5,0.027532,4.45E+17,2.51E-03,2514.60,28.244929,301.394929
43499.5,0.027511,4.43E+17,2.51E-03,2506.60,28.228864,301.378864
43999.5,0.02749,4.42E+17,2.50E-03,2498.74,28.213041,301.363041
44499.5,0.02747,4.41E+17,2.49E-03,2491.01,28.197451,301.347451
44999.5,0.027449,4.39E+17,2.48E-03,2483.41,28.182077,301.332077
45499.5,0.02743,4.38E+17,2.48E-03,2475.94,28.166926,301.316926
45999.5,0.02741,4.37E+17,2.47E-03,2468.55,28.151897,301.301897
46499.5,0.02739,4.35E+17,2.46E-03,2461.28,28.137084,301.287084
46999.5,0.027371,4.34E+17,2.45E-03,2454.12,28.122465,301.272465
47499.5,0.027352,4.33E+17,2.45E-03,2447.07,28.108028,301.258028
47999.5,0.027334,4.32E+17,2.44E-03,2440.13,28.093787,301.243787
48499.5,0.027315,4.30E+17,2.43E-03,2433.27,28.079676,301.229676
48999.5,0.027297,4.29E+17,2.43E-03,2426.52,28.065735,301.215735
49499.5,0.027279,4.28E+17,2.42E-03,2419.84,28.051933,301.201933
49999.5,0.027261,4.27E+17,2.41E-03,2413.25,28.038285,301.188285
50499.5,0.027244,4.26E+17,2.41E-03,2406.73,28.024752,301.174752
50999.5,0.027226,4.25E+17,2.40E-03,2400.28,28.011345,301.161345
51499.5,0.027209,4.24E+17,2.39E-03,2393.91,27.998052,301.148052
51999.5,0.027192,4.22E+17,2.39E-03,2387.60,27.984868,301.134868
52499.5,0.027175,4.21E+17,2.38E-03,2381.42,27.971994,301.121994
52999.5,0.027158,4.20E+17,2.38E-03,2375.46,27.959231,301.109231
53499.5,0.027142,4.19E+17,2.37E-03,2369.41,27.946539,301.096539
53999.5,0.027125,4.18E+17,2.36E-03,2363.41,27.933877,301.083877
54499.5,0.027109,4.17E+17,2.36E-03,2357.49,27.921375,301.071375
54999.5,0.027093,4.16E+17,2.35E-03,2351.62,27.908927,301.058927
55499.5,0.027077,4.15E+17,2.35E-03,2345.78,27.89655,301.04655
55999.5,0.027061,4.14E+17,2.34E-03,2340.00,27.884246,301.034246
56499.5,0.027045,4.13E+17,2.33E-03,2334.26,27.872017,301.022017
56999.5,0.027029,4.12E+17,2.33E-03,2328.55,27.859842,301.009842
57499.5,0.027014,4.11E+17,2.32E-03,2322.90,27.847748,300.997748
57999.5,0.026998,4.10E+17,2.32E-03,2317.29,27.835725,300.985725
58499.5,0.026982,4.09E+17,2.31E-03,2311.72,27.823748,300.973748
58999.5,0.026967,4.08E+17,2.31E-03,2306.18,27.811829,300.961829
59499.5,0.026952,4.07E+17,2.30E-03,2300.68,27.799967,300.949967
59999.5,0.026937,4.06E+17,2.30E-03,2295.23,27.788181,300.938181
60499.5,0.026921,4.05E+17,2.29E-03,2289.82,27.776452,300.926452
60999.5,0.026906,4.04E+17,2.28E-03,2284.45,27.764804,300.914804
61499.5,0.026891,4.03E+17,2.28E-03,2279.10,27.753157,300.903157
61999.5,0.026877,4.02E+17,2.27E-03,2273.79,27.741578,300.891578
62499.5,0.026862,4.01E+17,2.27E-03,2268.53,27.730095,300.880095
62999.5,0.026847,4.00E+17,2.26E-03,2263.32,27.718679,300.868679
63499.5,0.026832,4.00E+17,2.26E-03,2258.11,27.707274,300.857274
63999.5,0.026818,3.99E+17,2.25E-03,2252.94,27.695904,300.845904
64499.5,0.026803,3.98E+17,2.25E-03,2247.79,27.684575,300.834575
64999.5,0.026789,3.97E+17,2.24E-03,2242.67,27.67327,300.82327
65499.5,0.026774,3.96E+17,2.24E-03,2237.56,27.661996,300.811996
65999.5,0.02676,3.95E+17,2.23E-03,2232.49,27.650753,300.800753
66499.5,0.026746,3.94E+17,2.23E-03,2227.43,27.639531,300.789531
66999.5,0.026731,3.93E+17,2.22E-03,2222.39,27.628332,300.778332
67499.5,0.026717,3.92E+17,2.22E-03,2217.37,27.617154,300.767154
67999.5,0.026703,3.91E+17,2.21E-03,2212.38,27.606006,300.756006
68499.5,0.026688,3.91E+17,2.21E-03,2207.40,27.594884,300.744884
68999.5,0.026674,3.90E+17,2.20E-03,2202.44,27.583763,300.733763
69499.5,0.02666,3.89E+17,2.20E-03,2197.49,27.572663,300.722663
69999.5,0.026646,3.88E+17,2.19E-03,2192.57,27.561597,300.711597
70499.5,0.026632,3.87E+17,2.19E-03,2187.68,27.550563,300.700563
70999.5,0.026618,3.86E+17,2.18E-03,2182.79,27.539529,300.689529
71499.5,0.026604,3.85E+17,2.18E-03,2177.93,27.528525,300.678525
71999.5,0.02659,3.84E+17,2.17E-03,2173.10,27.517564,300.667564
72499.5,0.026576,3.84E+17,2.17E-03,2168.30,27.506639,300.656639
72999.5,0.026562,3.83E+17,2.16E-03,2163.51,27.495736,300.645736
73499.5,0.026548,3.82E+17,2.16E-03,2158.75,27.48486,300.63486
73999.5,0.026534,3.81E+17,2.15E-03,2154.00,27.474028,300.624028
74499.5,0.026521,3.80E+17,2.15E-03,2149.27,27.463189,300.613189
74999.5,0.026507,3.79E+17,2.14E-03,2144.55,27.452351,300.602351
75499.5,0.026493,3.79E+17,2.14E-03,2139.86,27.44156,300.59156
75999.5,0.026479,3.78E+17,2.14E-03,2135.20,27.43081,300.58081
76499.5,0.026466,3.77E+17,2.13E-03,2130.55,27.42008,300.57008
76999.5,0.026452,3.76E+17,2.13E-03,2125.92,27.40938,300.55938
77499.5,0.026439,3.75E+17,2.12E-03,2121.32,27.398703,300.548703
77999.5,0.026425,3.74E+17,2.12E-03,2116.73,27.388048,300.538048
78499.5,0.026412,3.74E+17,2.11E-03,2112.17,27.377421,300.527421
78999.5,0.026398,3.73E+17,2.11E-03,2107.61,27.366809,300.516809
79499.5,0.026385,3.72E+17,2.10E-03,2103.08,27.356222,300.506222
79999.5,0.026372,3.71E+17,2.10E-03,2098.55,27.345632,300.495632
80499.5,0.026358,3.70E+17,2.09E-03,2094.05,27.335069,300.485069
80999.5,0.026345,3.70E+17,2.09E-03,2089.57,27.324537,300.474537
81499.5,0.026332,3.69E+17,2.09E-03,2085.10,27.314016,300.464016
81999.5,0.026318,3.68E+17,2.08E-03,2080.66,27.303401,300.453401
82499.5,0.026305,3.67E+17,2.08E-03,2076.24,27.29301,300.44301
82999.5,0.026292,3.67E+17,2.07E-03,2071.84,27.282614,300.432614
83499.5,0.026279,3.66E+17,2.07E-03,2067.47,27.272238,300.422238
83999.5,0.026266,3.65E+17,2.06E-03,2063.11,27.26189,300.41189
84499.5,0.026253,3.64E+17,2.06E-03,2058.76,27.251526,300.401526
84999.5,0.02624,3.63E+17,2.05E-03,2054.43,27.241198,300.391198
85499.5,0.026227,3.63E+17,2.05E-03,2050.11,27.230887,300.380887
85999.5,0.026214,3.62E+17,2.05E-03,2045.82,27.220605,300.370605
86499.5,0.026201,3.61E+17,2.04E-03,2041.54,27.210337,300.360337
86999.5,0.026188,3.60E+17,2.04E-03,2037.28,27.20009,300.35009
87499.5,0.026175,3.60E+17,2.03E-03,2033.03,27.189862,300.339862
87999.5,0.026163,3.59E+17,2.03E-03,2028.80,27.179902,300.329902
88499.5,0.02615,3.58E+17,2.02E-03,2024.57,27.169534,300.319534
88999.5,0.026137,3.57E+17,2.02E-03,2020.36,27.159302,300.309302
89499.5,0.026124,3.57E+17,2.02E-03,2016.16,27.149102,300.299102
89999.5,0.026111,3.56E+17,2.01E-03,2011.99,27.138927,300.288927
90499.5,0.026099,3.55E+17,2.01E-03,2007.82,27.128775,300.278775
90999.5,0.026086,3.54E+17,2.00E-03,2003.65,27.118598,300.268598
91499.5,0.026073,3.54E+17,2.00E-03,1999.50,27.108439,300.258439
91999.5,0.026061,3.53E+17,2.00E-03,1995.36,27.098316,300.248316
92499.5,0.026048,3.52E+17,1.99E-03,1991.26,27.088236,300.238236
92999.5,0.026036,3.52E+17,1.99E-03,1987.18,27.078158,300.228158
93499.5,0.026023,3.51E+17,1.98E-03,1983.11,27.068146,300.218146
93999.5,0.026011,3.50E+17,1.98E-03,1979.06,27.058154,300.208154
94499.5,0.025998,3.49E+17,1.98E-03,1975.03,27.048185,300.198185
94999.5,0.025986,3.49E+17,1.97E-03,1971.01,27.038236,300.188236
95499.5,0.025973,3.48E+17,1.97E-03,1967.02,27.028312,300.178312
95999.5,0.025961,3.47E+17,1.96E-03,1963.03,27.018407,300.168407
96499.5,0.025949,3.47E+17,1.96E-03,1959.06,27.008521,300.158521
96999.5,0.025936,3.46E+17,1.96E-03,1955.11,26.998655,300.148655
97499.5,0.025924,3.45E+17,1.95E-03,1951.17,26.988809,300.138809
97999.5,0.025912,3.45E+17,1.95E-03,1947.25,26.978985,300.128985
98499.5,0.0259,3.44E+17,1.94E-03,1943.34,26.969177,300.119177
98999.5,0.025888,3.43E+17,1.94E-03,1939.45,26.959403,300.109403
99499.5,0.025876,3.42E+17,1.94E-03,1935.58,26.949642,300.099642
99999.5,0.025863,3.42E+17,1.93E-03,1931.71,26.939894,300.089894
101999.5,0.025815,3.39E+17,1.92E-03,1916.40,26.901089,300.051089
103999.5,0.025768,3.36E+17,1.90E-03,1901.36,26.862679,300.012679
105999.5,0.025721,3.34E+17,1.89E-03,1886.54,26.824559,299.974559
107999.5,0.025674,3.31E+17,1.87E-03,1871.97,26.786849,299.936849
109999.5,0.025628,3.29E+17,1.86E-03,1857.61,26.749394,299.899394
111999.5,0.025583,3.26E+17,1.84E-03,1843.45,26.712222,299.862222
113999.5,0.025537,3.24E+17,1.83E-03,1829.51,26.675355,299.825355
115999.5,0.025492,3.21E+17,1.82E-03,1815.73,26.638701,299.788701
117999.5,0.025448,3.19E+17,1.80E-03,1802.16,26.602332,299.752332
119999.5,0.025404,3.16E+17,1.79E-03,1788.83,26.566352,299.716352
121999.5,0.025361,3.14E+17,1.78E-03,1775.70,26.530657,299.680657
123999.5,0.025318,3.12E+17,1.76E-03,1762.75,26.495236,299.645236
125999.5,0.025275,3.10E+17,1.75E-03,1750.00,26.460141,299.610141
127999.5,0.025233,3.07E+17,1.74E-03,1737.45,26.425346,299.575346
129999.5,0.025191,3.05E+17,1.73E-03,1725.08,26.390844,299.540844
131999.5,0.02515,3.03E+17,1.71E-03,1712.89,26.356612,299.506612
133999.5,0.025109,3.01E+17,1.70E-03,1700.86,26.32264,299.47264
135999.5,0.025068,2.99E+17,1.69E-03,1689.01,26.288942,299.438942
137999.5,0.025028,2.97E+17,1.68E-03,1677.36,26.255582,299.405582
139999.5,0.024988,2.95E+17,1.67E-03,1665.84,26.222425,299.372425
141999.5,0.024949,2.93E+17,1.65E-03,1654.51,26.189595,299.339595
143999.5,0.02491,2.91E+17,1.64E-03,1643.33,26.156996,299.306996
145999.5,0.024871,2.89E+17,1.63E-03,1632.33,26.124643,299.274643
147999.5,0.024833,2.87E+17,1.62E-03,1621.53,26.092793,299.242793
149999.5,0.024795,2.85E+17,1.61E-03,1610.89,26.061195,299.211195
151999.5,0.024758,2.83E+17,1.60E-03,1600.37,26.029788,299.179788
153999.5,0.024721,2.81E+17,1.59E-03,1590.06,25.998789,299.148789
155999.5,0.024685,2.80E+17,1.58E-03,1579.92,25.968127,299.118127
157999.5,0.024649,2.78E+17,1.57E-03,1569.91,25.937695,299.087695
159999.5,0.024613,2.76E+17,1.56E-03,1560.06,25.90756,299.05756
161999.5,0.024578,2.74E+17,1.55E-03,1550.38,25.877793,299.027793
163999.5,0.024543,2.73E+17,1.54E-03,1540.83,25.848242,298.998242
165999.5,0.024509,2.71E+17,1.53E-03,1531.42,25.818986,298.968986
167999.5,0.024475,2.69E+17,1.52E-03,1522.15,25.789979,298.939979
169999.5,0.024441,2.68E+17,1.51E-03,1513.03,25.761185,298.911185
171999.5,0.024407,2.66E+17,1.50E-03,1504.03,25.732798,298.882798
173999.5,0.024374,2.65E+17,1.50E-03,1495.19,25.704557,298.854557
175999.5,0.024342,2.63E+17,1.49E-03,1486.53,25.676982,298.826982
177999.5,0.02431,2.61E+17,1.48E-03,1478.00,25.649568,298.799568
179999.5,0.024278,2.60E+17,1.47E-03,1469.58,25.622375,298.772375
181999.5,0.024247,2.59E+17,1.46E-03,1461.34,25.595609,298.745609
183999.5,0.024216,2.57E+17,1.45E-03,1453.24,25.569165,298.719165
185999.5,0.024186,2.56E+17,1.45E-03,1445.25,25.542967,298.692967
187999.5,0.024156,2.54E+17,1.44E-03,1437.47,25.517209,298.667209
189999.5,0.024128,2.53E+17,1.43E-03,1430.37,25.493599,298.643599
191999.5,0.024101,2.52E+17,1.42E-03,1423.27,25.469965,298.619965
193999.5,0.024074,2.51E+17,1.42E-03,1416.17,25.446249,298.596249
195999.5,0.024046,2.49E+17,1.41E-03,1408.94,25.422031,298.572031
197999.5,0.024017,2.48E+17,1.40E-03,1401.68,25.3976,298.5476
199999.5,0.023989,2.47E+17,1.39E-03,1394.42,25.373014,298.523014
200000.5,0.023989,2.47E+17,1.39E-03,1394.41,25.373001,298.523001
